id,year,date,day,sector,type,state,occupation,age,shift,hour,equipment,mine_id,bias_primary,bias_families
CAI-2006-45,2006,2006-11-05,Domingo,Coal,Electrocución / Contacto eléctrico,AZ,Electricista,52,tarde,20:30,Cargador frontal,02-01195,CONF-1,"G, K, L"
MAI-2006-24,2006,2006-11-10,Viernes,Metal/NonMetal,Caída de persona,MN,Operador,41,mañana,08:00,Cargador frontal,21-00880,PERI-1,"E, G, I, L, M"
CAI-2006-46,2006,2006-11-28,Martes,Coal,Acarreo motorizado,MT,Conductor de camión,50,noche,01:05,Cargador frontal,24-01457,PERI-1,B
MAI-2006-25,2006,2006-12-15,Viernes,Metal/NonMetal,Caída de persona,AK,Operador,51,mañana,07:10,Cargador frontal,50-01545,PERI-1,"B, E, G, I, L, M"
CAI-2006-47,2006,2006-12-17,Domingo,Coal,Caída de techo,WV,Mecánico,26,tarde,19:30,Continuous miner,46-04387,CONF-1,"B, E, G, I, L, M"
MAI-2007-01,2007,2007-01-02,Martes,Metal/NonMetal,Electrocución / Contacto eléctrico,TX,Operador,37,mañana,13:40,"Milling machinery, Block press, Ballast machine",41-00320,PERI-1,"E, G, K, L"
CAI-2007-01,2007,2007-01-06,Sábado,Coal,Caída de costilla,CO,Utilitario,26,mañana,12:30,Roof bolter,05-04674,NORM-1,"E, G, I, L, M"
CAI-2007-02,2007,2007-01-13,Sábado,Coal,Caída de techo,WV,Capataz,48,mañana,10:40,Continuous miner,46-09066,PERI-1,"B, E, G, I, L, M"
CAI-2007-CU-02,2007,2007-01-13,Sábado,Coal,Caída de techo,WV,Minero,29,día,N/D,Techo de la mina,46-08808,NORM-2,"B, E, G, I, L, M"
MAI-2007-02,2007,2007-01-25,Jueves,Metal/NonMetal,Caída de persona,WA,Operador de pernadora de techo,43,noche,00:30,Correa transportadora,45-00366,PERI-1,"B, E, G, I, L, M"
MAI-2007-91,2007,2007-02-02,Viernes,Metal/NonMetal,Caída de persona,VA,Mecánico,38,mañana,11:00,Cargador frontal,44-00024,META-1,"G, K, L"
MAI-2007-03,2007,2007-02-19,Lunes,Metal/NonMetal,Acarreo motorizado,NC,Conductor de camión,50,mañana,09:30,Cargador frontal,31-00071,NORM-1,"B, E, G, I, L, M"
CAI-2007-04,2007,2007-03-12,Lunes,Coal,Atrapamiento por maquinaria,KY,Operador,47,tarde,16:00,Bulldozer/topadora,15-18940,PERI-1,"E, G, M"
MAI-2007-04,2007,2007-03-23,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,OH,Ingeniero civil,44,mañana,07:00,CAEX,33-01354,META-1,"E, G, I, K, L, M"
MAI-2007-05,2007,2007-03-30,Viernes,Metal/NonMetal,Caída de persona,LA,Operador,34,tarde,14:00,Huinche/Winche,16-01406,PERI-1,"B, E, G, I, L, M"
MAI-2007-06,2007,2007-04-03,Martes,Metal/NonMetal,Acarreo motorizado,MO,Conductor de camión,N/D,mañana,09:45,CAEX,23-00499,META-1,"E, G, I, L, M"
CAI-2007-07,2007,2007-04-05,Jueves,Coal,Caída de persona,PA,Operador,27,mañana,13:00,Continuous miner,36-00958,PERI-1,"B, E, G, I, L, M"
MAI-2007-07,2007,2007-04-05,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,TX,Ayudante,45,tarde,14:30,Cargador frontal,41-03518,PERI-1,"E, G, M"
CAI-2007-TS-01,2007,2007-04-17,Martes,Coal,Falla de highwall / Talud,MD,Operador de excavadora,51,día,06:20,Highwall colapsado sobre excavadora y bulldozer,18-00713,COMP-3,"E, G, M"
CAI-2007-TS-02,2007,2007-04-17,Martes,Coal,Falla de highwall / Talud,MD,Operador de bulldozer,38,día,06:20,Highwall colapsado sobre excavadora y bulldozer,18-00713,COMP-3,"E, G, M"
MAI-2007-08,2007,2007-04-18,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,MN,Mecánico,50,día,10:49,Perforadora,21-03403,PERI-1,"E, G, M"
MAI-2007-09,2007,2007-04-18,Miércoles,Metal/NonMetal,Caída de persona,AR,Contratista — Obrero general,52,mañana,08:00,Huinche/Winche,03-00257,NORM-1,"E, G, I, L, M"
MAI-2007-10,2007,2007-04-25,Miércoles,Metal/NonMetal,Acarreo motorizado,WV,Conductor de camión,65,tarde,14:40,Cargador frontal,46-00007,PERI-1,"B, E, G, I, L, M"
MAI-2007-11,2007,2007-06-08,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,MN,Operador,49,mañana,08:00,Cargador frontal,21-02449,PERI-1,"E, G, M"
MAI-2007-12,2007,2007-06-12,Martes,Metal/NonMetal,Atrapamiento por maquinaria,CA,Operador,45,mañana,07:00,Bulldozer/topadora,04-00107,PERI-1,"E, G, M"
MAI-2007-34,2007,2007-06-13,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,MO,Welder (shop),N/D,N/D,15:30,FMC ATC-3130,23-00542,N/D,"E, G, K, L, M"
MAI-2007-14,2007,2007-06-19,Martes,Metal/NonMetal,Acarreo motorizado,NV,Minero,30,mañana,06:00,CAEX,26-02314,PERI-1,"E, G, I, L, M"
CAI-2007-08,2007,2007-07-02,Lunes,Coal,Acarreo motorizado,AL,Capataz,59,tarde,15:30,Cargador frontal,01-03117,COMP-2,"B, E, G, I, L, M"
CAI-2007-09,2007,2007-07-16,Lunes,Coal,Explosivos y detonadores,KY,Mecánico,40,tarde,16:35,Bulldozer/topadora,15-17659,NORM-1,"B, E, G, K, L, M"
MAI-2007-15,2007,2007-07-18,Miércoles,Metal/NonMetal,Acarreo motorizado,NE,Operador,42,mañana,12:30,Cargador frontal,25-00245,PERI-1,"B, E, G, I, L, M"
MAI-2007-16,2007,2007-07-19,Jueves,Metal/NonMetal,Caída de persona,AK,Ironworker (contratista),27,tarde,18:40,Elevador de personal,50-01850,ATAJ-1,"E, G, K, L, M"
MAI-2007-190,2007,2007-07-19,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,AK,Ironworker (contratista),19,día,18:35 (OFICIAL Part50),Maquinaria de la operación,50-01850,NORM-2,"E, G, K, L, M"
MAI-2007-18,2007,2007-07-24,Martes,Metal/NonMetal,Acarreo motorizado,OR,Conductor de camión,57,mañana,12:30,Cargador frontal,35-00481,PERI-1,"B, E, G, I, L, M"
MAI-2007-19,2007,2007-07-29,Domingo,Metal/NonMetal,Caída de persona,TN,Contratista,29,tarde,19:30,NO VALUE FOUND,40-00170,PERI-1,"E, G, I, L, M"
CAI-2007-10,2007,2007-07-30,Lunes,Coal,Electrocución / Contacto eléctrico,AL,Contratista,27,tarde,14:30,N/D (exp. total=6a; exp. en puesto específico no disponible en informe),01-00758,COMP-2,"E, G, K, L"
MAI-2007-20,2007,2007-07-30,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,MT,Mecánico,55,mañana,10:10,Cargador frontal,24-01467,META-1,"E, G, M"
CAI-2007-11,2007,2007-08-04,Sábado,Coal,Atrapamiento por maquinaria,WV,Capataz,25,tarde,15:30,Continuous miner,46-09018,META-1,"E, G, I, K, L, M, N"
CAI-2007-CC-01,2007,2007-08-06,Lunes,Coal,Caída de techo,UT,Minero,33,noche,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
CAI-2007-CC-02,2007,2007-08-06,Lunes,Coal,Caída de techo,UT,Minero,61,noche,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
CAI-2007-CC-03,2007,2007-08-06,Lunes,Coal,Caída de techo,UT,Minero,54,noche,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
CAI-2007-CC-04,2007,2007-08-06,Lunes,Coal,Caída de techo,UT,Minero,54,noche,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
CAI-2007-CC-05,2007,2007-08-06,Lunes,Coal,Caída de techo,UT,Minero,48,noche,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
CAI-2007-CC-06,2007,2007-08-06,Lunes,Coal,Caída de techo,UT,Minero,62,noche,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
CAI-2007-12,2007,2007-08-10,Viernes,Coal,Caída de persona,IN,Ingeniero,45,mañana,10:30,Huinche/Winche,12-02215,PERI-1,"B, E, G, I, L, M"
CAI-2007-GB-02,2007,2007-08-10,Viernes,Coal,Caída de persona,IN,Minero subterráneo,51,día,N/D,Sinking bucket con eslinga y grillete,12-02010,COMP-2,"E, G, I, L, M"
CAI-2007-GB-03,2007,2007-08-10,Viernes,Coal,Caída de persona,IN,Minero subterráneo,28,día,N/D,Sinking bucket con eslinga y grillete,12-02010,COMP-2,"E, G, I, L, M"
CAI-2007-34,2007,2007-08-13,Lunes,Coal,Caída de persona,AL,Supervisor,37,día,08:20,Continuous miner,01-00759,CONF-2,"E, G, I, L, M"
CAI-2007-CC-07,2007,2007-08-16,Jueves,Coal,Caída de techo,UT,Minero,33,tarde,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
CAI-2007-CC-08,2007,2007-08-16,Jueves,Coal,Caída de techo,UT,Minero,47,tarde,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
CAI-2007-CC-09,2007,2007-08-16,Jueves,Coal,Caída de techo,UT,Inspector,44,tarde,02:48,Pilares y barreras de carbón (Main West),42-01715,COMP-3,"E, G, M"
MAI-2007-21,2007,2007-08-28,Martes,Metal/NonMetal,Caída de persona,NV,Operador,36,tarde,21:30,"Rock or roof bolting machine, Pinning machine, Truss bolter",26-02233,PERI-1,"B, E, G, I, L, M"
MAI-2007-22,2007,2007-08-29,Miércoles,Metal/NonMetal,Caída de persona,OH,Operador,41,mañana,12:45,CAEX,33-04358,META-1,"E, G, I, L, M"
CAI-2007-18,2007,2007-09-03,Lunes,Coal,Caída de techo,WV,Operador,N/D,tarde,16:55,Continuous miner,46-08892,META-1,"B, E, G, I, L, M"
MAI-2007-23,2007,2007-09-07,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,PR,Supervisor,54,mañana,08:00,Cargador frontal,54-00159,PERI-1,"E, G, M"
MAI-2007-33,2007,2007-09-14,Viernes,Metal/NonMetal,Electrocución / Contacto eléctrico,AZ,Capataz,46,mañana,12:00,Jeffrey,02-03131,PERI-1,"E, G, K, L"
CAI-2007-29,2007,2007-09-16,Domingo,Coal,Caída de persona,WV,Electricista,54,mañana,06:58,Continuous miner,46-09029,PERI-1,"B, E, G, I, L, M"
MAI-2007-24,2007,2007-09-19,Miércoles,Metal/NonMetal,Acarreo motorizado,WY,Mecánico,41,mañana,08:30,Huinche/Winche,48-00152,PERI-1,"B, E, G, I, L, M"
MAI-2007-25,2007,2007-09-20,Jueves,Metal/NonMetal,Acarreo motorizado,AK,Obrero general,49,mañana,10:00,Correa transportadora,50-01282,PERI-1,"B, E, G, I, L, M"
MAI-2007-26,2007,2007-10-01,Lunes,Metal/NonMetal,Caída de persona,NH,Operador,57,mañana,07:40,Correa transportadora,27-00070,META-1,"B, E, G, I, L, M"
MAI-2007-31,2007,2007-10-11,Jueves,Metal/NonMetal,Caída de persona,AZ,Conductor de camión,66,mañana,11:50,Cargador frontal,02-01049,NORM-1,"E, G, I, L, M"
CAI-2007-25,2007,2007-10-20,Sábado,Coal,Acarreo motorizado,WV,Operador,21,tarde,16:00,Continuous miner,46-08194,PERI-1,"B, E, G, I, L, M"
MAI-2007-27,2007,2007-10-22,Lunes,Metal/NonMetal,Acarreo motorizado,AR,Supervisor,22,mañana,13:30,Cargador frontal,03-00098,NORM-1,"B, E, G, I, L, M"
MAI-2007-30,2007,2007-10-24,Miércoles,Metal/NonMetal,Acarreo motorizado,IN,Operador,36,mañana,08:00,Cargador frontal,12-00023,PERI-1,"B, E, G, I, L, M"
MAI-2007-29,2007,2007-10-25,Jueves,Metal/NonMetal,Caída de persona,CA,Ayudante,19,mañana,13:15,CAEX,04-00011,META-1,"E, G, I, L, M"
CAI-2007-26,2007,2007-10-28,Domingo,Coal,Atrapamiento por maquinaria,WV,Operador,34,tarde,19:45,Roof bolter,46-08637,PERI-1,"B, E, G, M"
CAI-2007-33,2007,2007-11-04,Domingo,Coal,Caída de persona,WV,Contratista,42,mañana,07:35,Bulldozer/topadora,46-08685,PERI-1,"B, E, G, I, L, M"
CAI-2007-27,2007,2007-11-05,Lunes,Coal,Atrapamiento por maquinaria,TX,Capataz,45,mañana,11:00,Bulldozer/topadora,41-02840,NORM-1,"E, G, K, L, M"
CAI-2007-30,2007,2007-11-12,Lunes,Coal,Atrapamiento por maquinaria,NM,Capataz,50,tarde,16:39,Continuous miner,29-02170,PERI-1,"E, G, K, L, M"
CAI-2007-28,2007,2007-11-16,Viernes,Coal,Acarreo motorizado,OK,Conductor de camión,66,tarde,20:30,Bulldozer/topadora,34-01648,PERI-1,"E, G, I, L, M"
CAI-2007-32,2007,2007-12-04,Martes,Coal,Atrapamiento por maquinaria,WV,Inspector de turno,N/D,noche,02:49,Continuous miner,46-06051,CONF-1,"E, G, I, L, M"
CAI-2007-31,2007,2007-12-12,Miércoles,Coal,Acarreo motorizado,UT,Operador,31,día,05:50,Cargador frontal,42-02395,META-1,"E, G, I, L, M"
MAI-2007-32,2007,2007-12-14,Viernes,Metal/NonMetal,Caída de persona,CA,Contratista — Conductor de camión,43,día,05:10,Cargador frontal,04-00156,PERI-1,"B, E, G, I, L, M"
CAI-2008-01,2008,2008-01-08,Martes,Coal,Acarreo motorizado,KY,Operador,29,noche,00:45,CAEX,15-18769,PERI-1,"E, G, I, L, M"
CAI-2008-02,2008,2008-01-12,Sábado,Coal,Caída de persona,TX,Ingeniero,50,día,05:07,Bulldozer/topadora,41-02776,PERI-1,"B, E, G, I, L, M"
MAI-2008-01,2008,2008-01-21,Lunes,Metal/NonMetal,Caída de persona,CA,Contratista — Conductor de camión,58,mañana,13:30,CAEX,04-00011,NORM-3,"E, G, I, L, M"
MAI-2008-04,2008,2008-01-23,Miércoles,Metal/NonMetal,Caída de persona,KS,Conductor de camión,64,mañana,11:45,Dredge,14-01501,PERI-1,"E, G, I, L, M"
MAI-2008-02,2008,2008-01-25,Viernes,Metal/NonMetal,Caída de persona,MO,Minero,36,mañana,09:00,Correa transportadora,23-02371,META-1,"B, E, G, I, L, M"
MAI-2008-03,2008,2008-01-26,Sábado,Metal/NonMetal,Acarreo motorizado,NV,Conductor de camión,43,tarde,17:30,CAEX,26-02233,PERI-1,"B, E, G, I, L, M"
CAI-2008-03,2008,2008-02-01,Viernes,Coal,Atrapamiento por maquinaria,AL,Mecánico,34,mañana,10:00,Bulldozer/topadora,01-02996,COMP-2,"E, G, M"
CAI-2008-04,2008,2008-02-18,Lunes,Coal,Electrocución / Contacto eléctrico,PA,Operador,51,mañana,12:35,Grúa,36-08094,PERI-1,"E, G, K, L, M"
CAI-2008-31,2008,2008-02-25,Lunes,Coal,Acarreo motorizado,PA,Topógrafo,N/D,día,11:00,Equipo de acarreo / Haulage equipment (no especificado),36-08850,CONF-1,"B, E, G, I, L, M"
MAI-2008-05,2008,2008-02-25,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,WI,Ingeniero civil,62,mañana,10:15,Cargador frontal,47-03001,PERI-1,"E, G, M"
MAI-2008-23,2008,2008-02-29,Viernes,Metal/NonMetal,Caída de persona,TX,Conductor de camión,58,mañana,06:45,Cargador frontal,41-03717,PERI-1,"B, E, G, I, L, M"
CAI-2008-27,2008,2008-03-09,Domingo,Coal,Acarreo motorizado,KY,Obrero general,18,mañana,06:30,Correa transportadora,15-14335,NORM-1,"E, G, M"
CAI-2008-06,2008,2008-03-12,Miércoles,Coal,Atrapamiento por maquinaria,WV,Propietario de la mina,47,mañana,12:10,Bulldozer/topadora,46-07968,PERI-1,"E, G, M"
CAI-2008-07,2008,2008-04-18,Viernes,Coal,Atrapamiento por maquinaria,PA,Inspector,43,mañana,13:30,Continuous miner,36-08847,NORM-1,B
MAI-2008-06,2008,2008-04-21,Lunes,Metal/NonMetal,Caída de persona,NV,Mecánico,28,mañana,13:00,Pala hidráulica,26-02233,PERI-1,"E, G, I, L, M"
CAI-2008-08,2008,2008-04-22,Martes,Coal,Caída de techo,VA,Operador,44,mañana,06:50,Continuous miner,44-07150,CONF-1,"B, E, G, I, L, M"
MAI-2008-07,2008,2008-04-24,Jueves,Metal/NonMetal,Acarreo motorizado,IA,Mecánico,48,mañana,08:00,Cargador frontal,13-02297,META-1,"E, G, I, L, M"
MAI-2008-08,2008,2008-05-03,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,KY,Obrero general,51,tarde,15:15,CAEX,15-19227,META-1,"E, G, I, K, L, M"
CAI-2008-09,2008,2008-05-16,Viernes,Coal,Electrocución / Contacto eléctrico,WV,Capataz,24,tarde,20:45,Continuous miner,46-08801,PERI-1,"E, G, K, L"
CAI-2008-10,2008,2008-05-22,Jueves,Coal,Acarreo motorizado,AL,Capataz,64,mañana,13:00,Longwall shearer,01-00851,META-1,"B, E, G, M"
MAI-2008-09,2008,2008-05-22,Jueves,Metal/NonMetal,Electrocución / Contacto eléctrico,TX,Operador,46,mañana,07:00,Correa transportadora,41-04402,PERI-1,"E, G, K, L"
MAI-2008-10,2008,2008-05-27,Martes,Metal/NonMetal,Acarreo motorizado,CA,Conductor de camión,52,mañana,10:48,Cargador frontal,04-00726,PERI-1,"E, G, I, L, M"
CAI-2008-11,2008,2008-05-30,Viernes,Coal,Acarreo motorizado,WV,Ingeniero,18,tarde,14:37,Shuttle car,46-04168,META-1,"E, G, I, L, M"
MAI-2008-11,2008,2008-05-31,Sábado,Metal/NonMetal,Caída de persona,NY,Minero,40,mañana,10:00,Cargador frontal,30-01185,PERI-1,"E, G, I, L, M"
CAI-2008-12,2008,2008-06-03,Martes,Coal,Caída de techo,IN,Operador de pernadora de techo,25,mañana,07:30,Continuous miner,12-02215,PERI-1,"B, E, G, I, L, M"
CAI-2008-13,2008,2008-06-03,Martes,Coal,Atrapamiento por maquinaria,KY,Contratista,33,mañana,11:47,Cargador frontal,15-18946,PERI-1,"E, G, M"
CAI-2008-14,2008,2008-06-05,Jueves,Coal,Acarreo motorizado,WV,Operador,18,mañana,12:01,Continuous miner,46-01318,PERI-1,"B, E, G, I, L, M"
CAI-2008-15,2008,2008-06-16,Lunes,Coal,Caída de techo,PA,Operador,45,mañana,09:20,Continuous miner,36-07838,PERI-1,"B, E, G, I, L, M"
CAI-2008-16,2008,2008-07-11,Viernes,Coal,Explosión / Incendio,PA,Inspector,62,tarde,15:50,Continuous miner,36-08850,PERI-1,"E, G, K, L, M"
CAI-2008-17,2008,2008-07-17,Jueves,Coal,Acarreo motorizado,KY,Operador de scoop,22,tarde,16:30,Continuous miner,15-18924,PERI-1,"B, E, G, I, L, M"
CAI-2008-18,2008,2008-07-25,Viernes,Coal,Caída de techo,VA,Capataz,44,mañana,13:05,Continuous miner,44-04856,PERI-1,"B, E, G, I, L, M"
MAI-2008-12,2008,2008-08-06,Miércoles,Metal/NonMetal,Electrocución / Contacto eléctrico,NM,Supervisor,38,tarde,19:00,Continuous miner,29-00170,PERI-1,"E, G, K, L"
MAI-2008-13,2008,2008-08-15,Viernes,Metal/NonMetal,Electrocución / Contacto eléctrico,AZ,Electricista,41,mañana,10:00,Correa transportadora,02-00150,PERI-1,"G, K, L"
MAI-2008-14,2008,2008-08-18,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,PA,Supervisor,28,mañana,08:00,Cargador frontal,36-00155,PERI-1,"E, G, K, L, M"
CAI-2008-19,2008,2008-08-22,Viernes,Coal,Acarreo motorizado,WV,Conductor,38,noche,23:00,Continuous miner,46-09020,CONF-1,"E, G, I, L, M"
MAI-2008-15,2008,2008-09-01,Lunes,Metal/NonMetal,Caída de persona,AZ,Minero,67,mañana,09:45,Correa transportadora,02-00024,PERI-1,"B, E, G, I, L, M"
CAI-2008-20,2008,2008-09-19,Viernes,Coal,Atrapamiento por maquinaria,KY,Capataz,53,noche,01:15,Bulldozer/topadora,15-18966,PERI-1,"E, G, M"
CAI-2008-22,2008,2008-09-19,Viernes,Coal,Atrapamiento por maquinaria,WV,Operador,61,tarde,15:20,Bulldozer/topadora,46-06870,PERI-1,"E, G, M"
MAI-2008-16,2008,2008-10-01,Miércoles,Metal/NonMetal,Acarreo motorizado,TX,Operador,37,tarde,18:00,Cargador frontal,41-04217,NORM-1,"E, G, I, L, M"
MAI-2008-17,2008,2008-10-07,Martes,Metal/NonMetal,Caída de persona,PA,Operador,56,mañana,08:05,Correa transportadora,36-04291,PERI-1,"B, E, G, I, L, M"
CAI-2008-21,2008,2008-10-08,Miércoles,Coal,Acarreo motorizado,WV,Operador,32,noche,23:02,Correa transportadora,46-07273,PERI-1,"G, I, L, M"
MAI-2008-18,2008,2008-10-09,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,NV,Soldador,56,mañana,11:00,Cargador frontal,26-00500,PERI-1,"E, G, M"
MAI-2008-19,2008,2008-10-11,Sábado,Metal/NonMetal,Caída de persona,MO,Supervisor,67,mañana,11:00,Correa transportadora,23-00134,NORM-1,"E, G, I, L, M"
CAI-2008-23,2008,2008-10-16,Jueves,Coal,Atrapamiento por maquinaria,IL,Ingeniero,N/D,mañana,13:08,Continuous miner,11-03058,NORM-1,"E, G, K, L, M"
MAI-2008-20,2008,2008-10-17,Viernes,Metal/NonMetal,Caída de techo,GA,Operador,45,mañana,06:00,Cargador frontal,09-01038,PERI-1,"B, E, G, I, L, M"
CAI-2008-24,2008,2008-10-19,Domingo,Coal,Acarreo motorizado,WV,Supervisor,58,mañana,12:10,Continuous miner,46-01437,PERI-1,"B, E, G, I, L, M"
CAI-2008-25,2008,2008-10-22,Miércoles,Coal,Atrapamiento por maquinaria,KY,Mecánico,40,tarde,14:45,Bulldozer/topadora,15-19283,PERI-1,"E, G, M"
CAI-2008-26,2008,2008-10-28,Martes,Coal,Acarreo motorizado,WY,Capataz,48,tarde,17:11,Cargador frontal,48-00083,META-1,"E, G, I, L, M"
MAI-2008-21,2008,2008-10-29,Miércoles,Metal/NonMetal,Acarreo motorizado,UT,Conductor de camión,81,mañana,07:50,Grúa horquilla,42-01996,PERI-1,"B, E, G, I, L, M"
MAI-2008-22,2008,2008-11-17,Lunes,Metal/NonMetal,Acarreo motorizado,IA,Mecánico,67,tarde,15:30,Cargador frontal,13-02213,PERI-1,"E, G, M"
CAI-2008-29,2008,2008-12-07,Domingo,Coal,Inundación,KY,Inspector,44,mañana,11:30,Bulldozer/topadora,15-17746,NORM-1,"E, G, M"
CAI-2008-28,2008,2008-12-11,Jueves,Coal,Atrapamiento por maquinaria,KY,Contratista — Electricista,52,tarde,15:40,"Crane, Cherry picker, Lift basket, Scissor truck, Boom truck",15-14335,PERI-1,"E, G, K, L, M"
CAI-2008-30,2008,2008-12-29,Lunes,Coal,Caída de persona / Ahogamiento,WV,Capataz,57,tarde,21:30,Correa transportadora,46-01438,PERI-1,"E, G, M"
MAI-2009-01,2009,2009-01-06,Martes,Metal/NonMetal,Caída de persona,CA,Operador,41,mañana,13:30,Correa transportadora,04-05614,PERI-1,"E, G, I, L, M"
MAI-2009-02,2009,2009-01-17,Sábado,Metal/NonMetal,Caída de persona,KY,Operador,48,tarde,15:30,Correa transportadora,15-17075,PERI-1,"E, G, I, L, M"
MAI-2009-03,2009,2009-01-31,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,TX,Supervisor,40,mañana,11:00,Hand tools (powered),41-00906,META-1,"E, G, K, L, M"
CAI-2009-01,2009,2009-02-06,Viernes,Coal,Acarreo motorizado,WV,Conductor,70,noche,04:00,Ore haulage trucks - off highway trucks,46-09054,CONF-1,"B, E, G, I, L, M"
CAI-2009-02,2009,2009-02-17,Martes,Coal,Electrocución / Contacto eléctrico,IL,Conductor de camión,27,mañana,12:10,Correa transportadora,11-03147,PERI-1,"E, G, K, L"
MAI-2009-05,2009,2009-02-19,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,PR,Operador,61,tarde,14:00,CAEX,54-00374,PERI-1,"E, G, M"
CAI-2009-03,2009,2009-02-26,Jueves,Coal,Atrapamiento por maquinaria,KY,Instalador de puertas,72,tarde,14:08,Huinche/Winche,15-19205,CONF-1,"E, G, K, L, M"
CAI-2009-04,2009,2009-03-06,Viernes,Coal,Atrapamiento por maquinaria,LA,Supervisor,44,mañana,06:45,Cargador frontal,16-01031,META-1,"B, G"
MAI-2009-17,2009,2009-03-19,Jueves,Metal/NonMetal,Caída de persona,NM,Operador de scraper,52,mañana,10:00,Correa transportadora,29-01882,PERI-1,"E, G, M"
CAI-2009-05,2009,2009-04-02,Jueves,Coal,Acarreo motorizado,AL,Conductor de haul truck,29,mañana,07:41,Cargador frontal,01-03376,META-1,"E, G, I, L, M"
MAI-2009-04,2009,2009-04-07,Martes,Metal/NonMetal,Electrocución / Contacto eléctrico,IA,Supervisor,36,tarde,16:10,Cargador frontal,13-01202,PERI-1,"E, G, K, L"
MAI-2009-06,2009,2009-04-14,Martes,Metal/NonMetal,Caída de persona,MO,Obrero general,38,mañana,12:40,Chancador,23-00284,PERI-1,"G, I, L, M"
MAI-2009-07,2009,2009-04-21,Martes,Metal/NonMetal,Caída de persona,TN,Contratista,51,mañana,07:15,Pala hidráulica,40-00827,CONF-2,"E, G, I, L, M"
MAI-2009-08,2009,2009-05-01,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,TX,Operador de draga,41,mañana (OFICIAL Part50),09:00 (OFICIAL Part50),Huinche/Winche,41-03347,PERI-1,"B, G, K, L, M"
MAI-2009-09,2009,2009-05-02,Sábado,Metal/NonMetal,Acarreo motorizado,GA,Operador,51,tarde,17:45,Cargador frontal,09-01192,CONF-1,"B, E, G, I, L, M"
CAI-2009-06,2009,2009-05-21,Jueves,Coal,Acarreo motorizado,KY,Operador,32,mañana,07:55,Cargador frontal,15-18955,CONF-3,"B, E, G, I, L, M"
MAI-2009-10,2009,2009-06-06,Sábado,Metal/NonMetal,Acarreo motorizado,NV,Operador,57,mañana,12:00,Cargador frontal,26-00062,PERI-1,"B, E, G, I, L, M"
CAI-2009-07,2009,2009-06-09,Martes,Coal,Atrapamiento por maquinaria,KY,Minero,47,tarde,19:15,Continuous miner,15-18182,PERI-1,"E, G, M"
MAI-2009-11,2009,2009-06-11,Jueves,Metal/NonMetal,Acarreo motorizado,MO,Mecánico,57,mañana,08:30,Huinche/Winche,23-00495,META-1,"B, E, G, I, L, M"
MAI-2009-12,2009,2009-06-20,Sábado,Metal/NonMetal,Caída de techo,LA,Capataz,52,mañana,11:00,Correa transportadora,16-00970,PERI-1,"B, E, G, I, L, M"
CAI-2009-08,2009,2009-06-23,Martes,Coal,Caída de techo,PA,Capataz,N/D,noche,23:00,Continuous miner,36-07230,CONF-1,"B, E, G, I, L, M"
MAI-2009-13,2009,2009-07-02,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,PA,Contratista — Mecánico,52,mañana,09:00,"Dimension stone machinery, Gangwire saw, Guillotine, Hydrosplit",36-09316,PERI-1,"G, K, L"
CAI-2009-09,2009,2009-07-28,Martes,Coal,Acarreo motorizado,WV,Conductor,27,día,05:45,Cargador frontal,46-07178,NORM-1,"E, G, I, L, M"
CAI-2009-10,2009,2009-08-20,Jueves,Coal,Falla de highwall / Talud,VA,Capataz,43,mañana,06:18,Continuous miner,44-07087,META-1,"B, E, G, I, L, M"
CAI-2009-11,2009,2009-09-05,Sábado,Coal,Acarreo motorizado,AL,Mecánico,47,noche,01:50,Cargador frontal,01-03303,PERI-1,"E, G, I, L, M"
MAI-2009-15,2009,2009-09-15,Martes,Metal/NonMetal,Acarreo motorizado,AR,Conductor de camión,59,tarde,14:05,Cargador frontal,03-01970,NORM-1,"B, E, G, I, L, M"
